url,text
https://twitter.com/matthewamiller/status/862849567221534721,One thing I learned at DOJ about Comey: he leaves a protective paper trail whenever he deems something inappropriate happened. Stay tuned. 
https://twitter.com/realDonaldTrump/status/864436162567471104,"As President I wanted to share with Russia (at an openly scheduled W.H. meeting) which I have the absolute right to do, facts pertaining...."
https://twitter.com/rachaelmbade/status/958740941589893121,BREAKING: GOP train hit a truck on way to retreat. Sources say driver getting medical attention; members okay. Pic->
https://twitter.com/Phil_Mattingly/status/958781774309548032,Flake said he was having flashbacks to the congressional baseball practice shooting - once again 
https://twitter.com/HayatNorimine/status/907738544575102976,"CM Burgess on why 5th accuser was final straw: accumulation, & ""now we have a family member who's stepping up...It just made it unbearable"""
https://twitter.com/realDonaldTrump/status/998256454590193665,"I hereby demand, and will do so officially tomorrow, that the Department of Justice look into whether or not the FBI/DOJ infiltrated or surveilled the Trump Campaign for Political Purposes - and if any such demands or requests were made by people within the Obama Administration!"
https://twitter.com/realDonaldTrump/status/977166887493799936,"I am considering a VETO of the Omnibus Spending Bill based on the fact that the 800,000 plus DACA recipients have been totally abandoned by the Democrats (not even mentioned in Bill) and the BORDER WALL, which is desperately needed for our National Defense, is not fully funded."
https://twitter.com/DamianCollins/status/1070324910109675525?ref_src=twsrc%5Egoogle%7Ctwcamp%5Enews%7Ctwgr%5Etweet,"I believe there is considerable public interest in releasing these documents. They raise important questions about how Facebook treats users data, their policies for working with app developers, and how they exercise their dominant position in the social media market."
https://twitter.com/CBSNews/status/912689727513513985,"""I know that leaders aren't supposed to cry...But we are having a humanitarian crisis here,"" San Juan mayor tells "
https://twitter.com/MarkHarrisNC9/status/1068631295218073600,"Make no mistake, I support any efforts to investigate allegations of irregularities and/or voter fraud, as long as it is fair and focuses on all political parties. There is absolutely no public evidence that there are enough ballots in question to affect the outcome of this race."
https://twitter.com/ForecasterEnten/status/1070790860504227840,This is a net gain of 40 for the Democrats... Pending w/e the heck eventually happens in NC-09. 
https://twitter.com/nowthisnews/status/1068267861846749186,Payless opened a fake luxury store and made influencers think they were buying designer shoes
https://twitter.com/davidckamin/status/871755031015567360,Trump budget is explicit.  This picture taken straight out of Budget. Highway TF down by $95 bn '21-'27. Justification: Not fed govt problem
https://twitter.com/NateSilver538/status/868117225613479937,Special elections so far are consistent with an environment that leans Democratic by 14 points (that's a *lot* -- more than 2006 or 2008).
https://twitter.com/BetseyStevenson/status/883306259360907265,"Job growth is strong but sectoral shifts are clear:
59.1K jobs added in health care and social assistance
1K jobs added in manufacturing."
https://twitter.com/jccruzchellew/status/1006143179152818183,Today begins a new day for the Catholic Church in Chile and hopefully the world. 
https://twitter.com/DavidBegnaud/status/1012438271660580864,"BREAKING: Police are now reporting five people are dead after a shooting at the Capitol Gazette in Annapolis, Maryland; the shooter is alive/in custody but is not cooperating - refusing to give his name; he has no ID on him"
https://twitter.com/amesscapgaz/status/1012406073704239105,Active shooter 888 Bestgate please help us
https://twitter.com/PhilDavis_CG/status/1012421862402527232,"Gunman shot through the glass door to the office and opened fire on multiple employees. Can't say much more and don't want to declare anyone dead, but it's bad."
https://twitter.com/PhilDavis_CG/status/1012422058972676097,There is nothing more terrifying than hearing multiple people get shot while you're under your desk and then hear the gunman reload
https://twitter.com/JohnJHarwood/status/1012436191696826368,"my high school classmate Pat Furgurson is a Capital Gazette reporter. He told his wife Becky (also a classmate) that he's safe, charging his phone, trying to find colleagues and ""putting out a paper, goddamn it"""
https://twitter.com/davidmwessel/status/867026121795280896,"Harwood asks Mnuchin about double-counting gimmick: ""This is a preliminary document that will be refined""  "
https://twitter.com/rebeccaballhaus/status/888064074256404480,"Worth noting on Sessions recusal:
DOJ requires officials to recuse from investigations of a campaign if they served as a campaign adviser."
https://twitter.com/elizacossio/status/888025614455910401,I turned transcripts of the President's 
https://twitter.com/realDonaldTrump/status/1054351078328885248,"Sadly, it looks like Mexico’s Police and Military are unable to stop the Caravan heading to the Southern Border of the United States. Criminals and unknown Middle Easterners are mixed in. I have alerted Border Patrol and Military that this is a National Emergy. Must change laws!"
https://twitter.com/NWS/status/902174274571689984,#
https://twitter.com/o_ema/status/916364242806337541,Massachusetts AG Maura Healy announces lawsuit against federal government over birth control rules
https://twitter.com/JohnBrennan/status/1029830514230865920,"This action is part of a broader effort by Mr. Trump to suppress freedom of speech & punish critics.  It should gravely worry all Americans, including intelligence professionals, about the cost of speaking out. My principles are worth far more than clearances. I will not relent."
https://twitter.com/seungminkim/status/928710076826902531,.
https://twitter.com/ZoeTillman/status/1116356033285431297,"Update: A DOJ spox says the department does not plan to release any additional information today about Julian Assange. 

What this means: There is reporting by CNN that more charges are coming, but we do not expect any official info about that today"
https://twitter.com/LarrySabato/status/928085973900066816,"Dear Pundit Friends, please stop attributing this D landslide in VA to ""changing demographics"". VA hasn't changed that much since last Nov. 8 (Hillary by 5%). The bigger explanation is a backlash to Trump and Trumpism, pure and simple. "
https://twitter.com/NinaDSchick/status/1056857742617571329,Some thoughts on 
